x	xend	y	yend	key	showSelected1
9	0	-0.65	-0.35	3 1	58
-20.75	-9	-1.65	-1.35	4 2	58
-8.75	-9	-1.65	-1.35	5 2	58
-72.375	-20.75	-2.65	-2.35	6 4	58
-53.375	-20.75	-2.65	-2.35	7 4	58
6.25	9	-1.65	-1.35	8 3	58
23.25	9	-1.65	-1.35	9 3	58
-64.7916666666667	-53.375	-3.65	-3.35	10 7	58
-49.7916666666667	-53.375	-3.65	-3.35	11 7	58
-104.791666666667	-72.375	-3.65	-3.35	12 6	58
-82.7916666666667	-72.375	-3.65	-3.35	13 6	58
-127.166666666667	-104.791666666667	-4.65	-4.35	14 12	58
-110.166666666667	-104.791666666667	-4.65	-4.35	15 12	58
-142.979166666667	-110.166666666667	-5.65	-5.35	16 15	58
-125.979166666667	-110.166666666667	-5.65	-5.35	17 15	58
-69.1666666666667	-64.7916666666667	-4.65	-4.35	18 10	58
-54.1666666666667	-64.7916666666667	-4.65	-4.35	19 10	58
17.625	6.25	-2.65	-2.35	20 8	58
36.625	6.25	-2.65	-2.35	21 8	58
-178.979166666667	-127.166666666667	-5.65	-5.35	22 14	58
-161.979166666667	-127.166666666667	-5.65	-5.35	23 14	58
-30.375	-8.75	-2.65	-2.35	24 5	58
-7.37500000000001	-8.75	-2.65	-2.35	25 5	58
16.2083333333333	17.625	-3.65	-3.35	26 20	58
30.2083333333333	17.625	-3.65	-3.35	27 20	58
-143.895833333333	-142.979166666667	-6.65	-6.35	28 16	58
-129.895833333333	-142.979166666667	-6.65	-6.35	29 16	58
-151.895833333333	-143.895833333333	-7.65	-7.35	30 28	58
-135.895833333333	-143.895833333333	-7.65	-7.35	31 28	58
-39.1666666666667	-49.7916666666667	-4.65	-4.35	32 11	58
-24.1666666666667	-49.7916666666667	-4.65	-4.35	33 11	58
-160.645833333333	-151.895833333333	-8.65	-8.35	34 30	58
-145.645833333333	-151.895833333333	-8.65	-8.35	35 30	58
-161.145833333333	-160.645833333333	-9.65	-9.35	36 34	58
-147.145833333333	-160.645833333333	-9.65	-9.35	37 34	58
48.2083333333333	36.625	-3.65	-3.35	38 21	58
65.2083333333333	36.625	-3.65	-3.35	39 21	58
-133.645833333333	-135.895833333333	-8.65	-8.35	40 31	58
-121.645833333333	-135.895833333333	-8.65	-8.35	41 31	58
-31.9791666666667	-39.1666666666667	-5.65	-5.35	42 32	58
-13.9791666666667	-39.1666666666667	-5.65	-5.35	43 32	58
-85.9791666666667	-69.1666666666667	-5.65	-5.35	44 18	58
-73.9791666666667	-69.1666666666667	-5.65	-5.35	45 18	58
-91.8958333333333	-85.9791666666667	-6.65	-6.35	46 44	58
-77.8958333333334	-85.9791666666667	-6.65	-6.35	47 44	58
42.9583333333333	48.2083333333333	-4.65	-4.35	48 38	58
60.9583333333333	48.2083333333333	-4.65	-4.35	49 38	58
51.0208333333333	42.9583333333333	-5.65	-5.35	50 48	58
68.0208333333334	42.9583333333333	-5.65	-5.35	51 48	58
48.625	23.25	-2.65	-2.35	52 9	58
60.625	23.25	-2.65	-2.35	53 9	58
-61.9791666666667	-54.1666666666667	-5.65	-5.35	54 19	58
-49.9791666666667	-54.1666666666667	-5.65	-5.35	55 19	58
-172.895833333333	-161.979166666667	-6.65	-6.35	56 23	58
-157.895833333333	-161.979166666667	-6.65	-6.35	57 23	58
-37.7916666666667	-30.375	-3.65	-3.35	58 24	58
-25.7916666666667	-30.375	-3.65	-3.35	59 24	58
-205.895833333333	-178.979166666667	-6.65	-6.35	60 22	58
-187.895833333333	-178.979166666667	-6.65	-6.35	61 22	58
44.0208333333333	51.0208333333333	-6.65	-6.35	62 50	58
58.0208333333334	51.0208333333333	-6.65	-6.35	63 50	58
-96.1666666666667	-82.7916666666667	-4.65	-4.35	64 13	58
-84.1666666666667	-82.7916666666667	-4.65	-4.35	65 13	58
-169.645833333333	-161.145833333333	-10.65	-10.35	66 36	58
-152.645833333333	-161.145833333333	-10.65	-10.35	67 36	58
-65.8958333333333	-73.9791666666667	-6.65	-6.35	68 45	58
-53.8958333333333	-73.9791666666667	-6.65	-6.35	69 45	58
-97.8958333333333	-91.8958333333333	-7.65	-7.35	70 46	58
-85.8958333333334	-91.8958333333333	-7.65	-7.35	71 46	58
-37.9791666666667	-31.9791666666667	-6.65	-6.35	72 42	58
-25.9791666666667	-31.9791666666667	-6.65	-6.35	73 42	58
80.0208333333334	60.9583333333333	-5.65	-5.35	74 49	58
92.0208333333333	60.9583333333333	-5.65	-5.35	75 49	58
-214.395833333333	-205.895833333333	-7.65	-7.35	76 60	58
-197.395833333333	-205.895833333333	-7.65	-7.35	77 60	58
-223.645833333333	-214.395833333333	-8.65	-8.35	78 76	58
-209.645833333333	-214.395833333333	-8.65	-8.35	79 76	58
-217.145833333333	-209.645833333333	-9.65	-9.35	80 79	58
-199.145833333333	-209.645833333333	-9.65	-9.35	81 79	58
-111.979166666667	-84.1666666666667	-5.65	-5.35	82 65	58
-97.9791666666667	-84.1666666666667	-5.65	-5.35	83 65	58
38.0208333333333	44.0208333333333	-7.65	-7.35	84 62	58
50.0208333333333	44.0208333333333	-7.65	-7.35	85 62	58
-13.7916666666667	-7.37500000000001	-3.65	-3.35	86 25	58
1.20833333333333	-7.37500000000001	-3.65	-3.35	87 25	58
-117.895833333333	-111.979166666667	-6.65	-6.35	88 82	58
-105.895833333333	-111.979166666667	-6.65	-6.35	89 82	58
-179.395833333333	-172.895833333333	-7.65	-7.35	90 56	58
-166.395833333333	-172.895833333333	-7.65	-7.35	91 56	58
72.9583333333333	65.2083333333333	-4.65	-4.35	92 39	58
84.9583333333333	65.2083333333333	-4.65	-4.35	93 39	58
-1.97916666666668	-24.1666666666667	-5.65	-5.35	94 33	58
10.0208333333333	-24.1666666666667	-5.65	-5.35	95 33	58
12.9583333333333	30.2083333333333	-4.65	-4.35	96 27	58
24.9583333333333	30.2083333333333	-4.65	-4.35	97 27	58
-192.645833333333	-179.395833333333	-8.65	-8.35	98 90	58
-175.645833333333	-179.395833333333	-8.65	-8.35	99 90	58
-187.145833333333	-192.645833333333	-9.65	-9.35	100 98	58
-175.145833333333	-192.645833333333	-9.65	-9.35	101 98	58
-182.145833333333	-169.645833333333	-11.65	-11.35	102 66	58
-157.145833333333	-169.645833333333	-11.65	-11.35	103 66	58
-188.145833333333	-182.145833333333	-12.65	-12.35	104 102	58
-176.145833333333	-182.145833333333	-12.65	-12.35	105 102	58
-223.145833333333	-217.145833333333	-10.65	-10.35	106 80	58
-211.145833333333	-217.145833333333	-10.65	-10.35	107 80	58
-11.0416666666667	1.20833333333333	-4.65	-4.35	108 87	58
0.958333333333329	1.20833333333333	-4.65	-4.35	109 87	58
-163.145833333333	-157.145833333333	-12.65	-12.35	110 103	58
-151.145833333333	-157.145833333333	-12.65	-12.35	111 103	58
22.0208333333333	12.9583333333333	-5.65	-5.35	112 96	58
34.0208333333333	12.9583333333333	-5.65	-5.35	113 96	58
-251.145833333333	-223.645833333333	-9.65	-9.35	114 78	58
-235.145833333333	-223.645833333333	-9.65	-9.35	115 78	58
-257.145833333333	-251.145833333333	-10.65	-10.35	116 114	58
-245.145833333333	-251.145833333333	-10.65	-10.35	117 114	58
-9	0	-0.65	-0.35	2 1	59
9	0	-0.65	-0.35	3 1	59
-20.75	-9	-1.65	-1.35	4 2	59
-8.75	-9	-1.65	-1.35	5 2	59
-72.375	-20.75	-2.65	-2.35	6 4	59
-53.375	-20.75	-2.65	-2.35	7 4	59
6.25	9	-1.65	-1.35	8 3	59
23.25	9	-1.65	-1.35	9 3	59
-64.7916666666667	-53.375	-3.65	-3.35	10 7	59
-49.7916666666667	-53.375	-3.65	-3.35	11 7	59
-104.791666666667	-72.375	-3.65	-3.35	12 6	59
-82.7916666666667	-72.375	-3.65	-3.35	13 6	59
-127.166666666667	-104.791666666667	-4.65	-4.35	14 12	59
-110.166666666667	-104.791666666667	-4.65	-4.35	15 12	59
-142.979166666667	-110.166666666667	-5.65	-5.35	16 15	59
-125.979166666667	-110.166666666667	-5.65	-5.35	17 15	59
-69.1666666666667	-64.7916666666667	-4.65	-4.35	18 10	59
-54.1666666666667	-64.7916666666667	-4.65	-4.35	19 10	59
17.625	6.25	-2.65	-2.35	20 8	59
36.625	6.25	-2.65	-2.35	21 8	59
-178.979166666667	-127.166666666667	-5.65	-5.35	22 14	59
-161.979166666667	-127.166666666667	-5.65	-5.35	23 14	59
-30.375	-8.75	-2.65	-2.35	24 5	59
-7.37500000000001	-8.75	-2.65	-2.35	25 5	59
16.2083333333333	17.625	-3.65	-3.35	26 20	59
30.2083333333333	17.625	-3.65	-3.35	27 20	59
-143.895833333333	-142.979166666667	-6.65	-6.35	28 16	59
-129.895833333333	-142.979166666667	-6.65	-6.35	29 16	59
-151.895833333333	-143.895833333333	-7.65	-7.35	30 28	59
-135.895833333333	-143.895833333333	-7.65	-7.35	31 28	59
-39.1666666666667	-49.7916666666667	-4.65	-4.35	32 11	59
-24.1666666666667	-49.7916666666667	-4.65	-4.35	33 11	59
-160.645833333333	-151.895833333333	-8.65	-8.35	34 30	59
-145.645833333333	-151.895833333333	-8.65	-8.35	35 30	59
-161.145833333333	-160.645833333333	-9.65	-9.35	36 34	59
-147.145833333333	-160.645833333333	-9.65	-9.35	37 34	59
48.2083333333333	36.625	-3.65	-3.35	38 21	59
65.2083333333333	36.625	-3.65	-3.35	39 21	59
-133.645833333333	-135.895833333333	-8.65	-8.35	40 31	59
-121.645833333333	-135.895833333333	-8.65	-8.35	41 31	59
-31.9791666666667	-39.1666666666667	-5.65	-5.35	42 32	59
-13.9791666666667	-39.1666666666667	-5.65	-5.35	43 32	59
-85.9791666666667	-69.1666666666667	-5.65	-5.35	44 18	59
-73.9791666666667	-69.1666666666667	-5.65	-5.35	45 18	59
-91.8958333333333	-85.9791666666667	-6.65	-6.35	46 44	59
-77.8958333333334	-85.9791666666667	-6.65	-6.35	47 44	59
42.9583333333333	48.2083333333333	-4.65	-4.35	48 38	59
60.9583333333333	48.2083333333333	-4.65	-4.35	49 38	59
51.0208333333333	42.9583333333333	-5.65	-5.35	50 48	59
68.0208333333334	42.9583333333333	-5.65	-5.35	51 48	59
48.625	23.25	-2.65	-2.35	52 9	59
60.625	23.25	-2.65	-2.35	53 9	59
-61.9791666666667	-54.1666666666667	-5.65	-5.35	54 19	59
-49.9791666666667	-54.1666666666667	-5.65	-5.35	55 19	59
-172.895833333333	-161.979166666667	-6.65	-6.35	56 23	59
-157.895833333333	-161.979166666667	-6.65	-6.35	57 23	59
-37.7916666666667	-30.375	-3.65	-3.35	58 24	59
-25.7916666666667	-30.375	-3.65	-3.35	59 24	59
-205.895833333333	-178.979166666667	-6.65	-6.35	60 22	59
-187.895833333333	-178.979166666667	-6.65	-6.35	61 22	59
44.0208333333333	51.0208333333333	-6.65	-6.35	62 50	59
58.0208333333334	51.0208333333333	-6.65	-6.35	63 50	59
-96.1666666666667	-82.7916666666667	-4.65	-4.35	64 13	59
-84.1666666666667	-82.7916666666667	-4.65	-4.35	65 13	59
-169.645833333333	-161.145833333333	-10.65	-10.35	66 36	59
-152.645833333333	-161.145833333333	-10.65	-10.35	67 36	59
-65.8958333333333	-73.9791666666667	-6.65	-6.35	68 45	59
-53.8958333333333	-73.9791666666667	-6.65	-6.35	69 45	59
-97.8958333333333	-91.8958333333333	-7.65	-7.35	70 46	59
-85.8958333333334	-91.8958333333333	-7.65	-7.35	71 46	59
-37.9791666666667	-31.9791666666667	-6.65	-6.35	72 42	59
-25.9791666666667	-31.9791666666667	-6.65	-6.35	73 42	59
80.0208333333334	60.9583333333333	-5.65	-5.35	74 49	59
92.0208333333333	60.9583333333333	-5.65	-5.35	75 49	59
-214.395833333333	-205.895833333333	-7.65	-7.35	76 60	59
-197.395833333333	-205.895833333333	-7.65	-7.35	77 60	59
-223.645833333333	-214.395833333333	-8.65	-8.35	78 76	59
-209.645833333333	-214.395833333333	-8.65	-8.35	79 76	59
-217.145833333333	-209.645833333333	-9.65	-9.35	80 79	59
-199.145833333333	-209.645833333333	-9.65	-9.35	81 79	59
-111.979166666667	-84.1666666666667	-5.65	-5.35	82 65	59
-97.9791666666667	-84.1666666666667	-5.65	-5.35	83 65	59
38.0208333333333	44.0208333333333	-7.65	-7.35	84 62	59
50.0208333333333	44.0208333333333	-7.65	-7.35	85 62	59
-13.7916666666667	-7.37500000000001	-3.65	-3.35	86 25	59
1.20833333333333	-7.37500000000001	-3.65	-3.35	87 25	59
-117.895833333333	-111.979166666667	-6.65	-6.35	88 82	59
-105.895833333333	-111.979166666667	-6.65	-6.35	89 82	59
-179.395833333333	-172.895833333333	-7.65	-7.35	90 56	59
-166.395833333333	-172.895833333333	-7.65	-7.35	91 56	59
72.9583333333333	65.2083333333333	-4.65	-4.35	92 39	59
84.9583333333333	65.2083333333333	-4.65	-4.35	93 39	59
-1.97916666666668	-24.1666666666667	-5.65	-5.35	94 33	59
10.0208333333333	-24.1666666666667	-5.65	-5.35	95 33	59
12.9583333333333	30.2083333333333	-4.65	-4.35	96 27	59
24.9583333333333	30.2083333333333	-4.65	-4.35	97 27	59
-192.645833333333	-179.395833333333	-8.65	-8.35	98 90	59
-175.645833333333	-179.395833333333	-8.65	-8.35	99 90	59
-187.145833333333	-192.645833333333	-9.65	-9.35	100 98	59
-175.145833333333	-192.645833333333	-9.65	-9.35	101 98	59
-182.145833333333	-169.645833333333	-11.65	-11.35	102 66	59
-157.145833333333	-169.645833333333	-11.65	-11.35	103 66	59
-188.145833333333	-182.145833333333	-12.65	-12.35	104 102	59
-176.145833333333	-182.145833333333	-12.65	-12.35	105 102	59
-223.145833333333	-217.145833333333	-10.65	-10.35	106 80	59
-211.145833333333	-217.145833333333	-10.65	-10.35	107 80	59
-11.0416666666667	1.20833333333333	-4.65	-4.35	108 87	59
0.958333333333329	1.20833333333333	-4.65	-4.35	109 87	59
-163.145833333333	-157.145833333333	-12.65	-12.35	110 103	59
-151.145833333333	-157.145833333333	-12.65	-12.35	111 103	59
22.0208333333333	12.9583333333333	-5.65	-5.35	112 96	59
34.0208333333333	12.9583333333333	-5.65	-5.35	113 96	59
-251.145833333333	-223.645833333333	-9.65	-9.35	114 78	59
-235.145833333333	-223.645833333333	-9.65	-9.35	115 78	59
-259.145833333333	-251.145833333333	-10.65	-10.35	116 114	59
-243.145833333333	-251.145833333333	-10.65	-10.35	117 114	59
-249.145833333333	-243.145833333333	-11.65	-11.35	118 117	59
-237.145833333333	-243.145833333333	-11.65	-11.35	119 117	59
-9	0	-0.65	-0.35	2 1	60
9	0	-0.65	-0.35	3 1	60
-20.75	-9	-1.65	-1.35	4 2	60
-8.75	-9	-1.65	-1.35	5 2	60
-72.375	-20.75	-2.65	-2.35	6 4	60
-53.375	-20.75	-2.65	-2.35	7 4	60
6.25	9	-1.65	-1.35	8 3	60
23.25	9	-1.65	-1.35	9 3	60
-66.625	-53.375	-3.65	-3.35	10 7	60
-51.625	-53.375	-3.65	-3.35	11 7	60
-106.625	-72.375	-3.65	-3.35	12 6	60
-84.625	-72.375	-3.65	-3.35	13 6	60
-138.013888888889	-106.625	-4.65	-4.35	14 12	60
-121.013888888889	-106.625	-4.65	-4.35	15 12	60
-146.963888888889	-121.013888888889	-5.65	-5.35	16 15	60
-129.963888888889	-121.013888888889	-5.65	-5.35	17 15	60
-80.0138888888889	-66.625	-4.65	-4.35	18 10	60
-65.0138888888889	-66.625	-4.65	-4.35	19 10	60
17.625	6.25	-2.65	-2.35	20 8	60
36.625	6.25	-2.65	-2.35	21 8	60
-182.963888888889	-138.013888888889	-5.65	-5.35	22 14	60
-165.963888888889	-138.013888888889	-5.65	-5.35	23 14	60
-30.375	-8.75	-2.65	-2.35	24 5	60
-7.37500000000001	-8.75	-2.65	-2.35	25 5	60
18.375	17.625	-3.65	-3.35	26 20	60
32.375	17.625	-3.65	-3.35	27 20	60
-147.880555555556	-146.963888888889	-6.65	-6.35	28 16	60
-133.880555555556	-146.963888888889	-6.65	-6.35	29 16	60
-155.880555555556	-147.880555555556	-7.65	-7.35	30 28	60
-139.880555555556	-147.880555555556	-7.65	-7.35	31 28	60
-50.0138888888889	-51.625	-4.65	-4.35	32 11	60
-35.0138888888889	-51.625	-4.65	-4.35	33 11	60
-164.630555555556	-155.880555555556	-8.65	-8.35	34 30	60
-149.630555555556	-155.880555555556	-8.65	-8.35	35 30	60
-165.130555555556	-164.630555555556	-9.65	-9.35	36 34	60
-151.130555555556	-164.630555555556	-9.65	-9.35	37 34	60
50.375	36.625	-3.65	-3.35	38 21	60
67.375	36.625	-3.65	-3.35	39 21	60
-137.630555555556	-139.880555555556	-8.65	-8.35	40 31	60
-125.630555555556	-139.880555555556	-8.65	-8.35	41 31	60
-35.9638888888889	-50.0138888888889	-5.65	-5.35	42 32	60
-17.9638888888889	-50.0138888888889	-5.65	-5.35	43 32	60
-89.9638888888889	-80.0138888888889	-5.65	-5.35	44 18	60
-77.9638888888889	-80.0138888888889	-5.65	-5.35	45 18	60
-95.8805555555556	-89.9638888888889	-6.65	-6.35	46 44	60
-81.8805555555556	-89.9638888888889	-6.65	-6.35	47 44	60
54.9861111111111	50.375	-4.65	-4.35	48 38	60
72.9861111111111	50.375	-4.65	-4.35	49 38	60
47.0361111111111	54.9861111111111	-5.65	-5.35	50 48	60
64.0361111111111	54.9861111111111	-5.65	-5.35	51 48	60
48.625	23.25	-2.65	-2.35	52 9	60
60.625	23.25	-2.65	-2.35	53 9	60
-65.9638888888889	-65.0138888888889	-5.65	-5.35	54 19	60
-53.9638888888889	-65.0138888888889	-5.65	-5.35	55 19	60
-176.880555555556	-165.963888888889	-6.65	-6.35	56 23	60
-161.880555555556	-165.963888888889	-6.65	-6.35	57 23	60
-39.625	-30.375	-3.65	-3.35	58 24	60
-27.625	-30.375	-3.65	-3.35	59 24	60
-209.880555555556	-182.963888888889	-6.65	-6.35	60 22	60
-191.880555555556	-182.963888888889	-6.65	-6.35	61 22	60
40.0361111111111	47.0361111111111	-6.65	-6.35	62 50	60
54.0361111111111	47.0361111111111	-6.65	-6.35	63 50	60
-107.013888888889	-84.625	-4.65	-4.35	64 13	60
-95.0138888888889	-84.625	-4.65	-4.35	65 13	60
-173.630555555556	-165.130555555556	-10.65	-10.35	66 36	60
-156.630555555556	-165.130555555556	-10.65	-10.35	67 36	60
-69.8805555555556	-77.9638888888889	-6.65	-6.35	68 45	60
-57.8805555555556	-77.9638888888889	-6.65	-6.35	69 45	60
-101.880555555556	-95.8805555555556	-7.65	-7.35	70 46	60
-89.8805555555556	-95.8805555555556	-7.65	-7.35	71 46	60
-41.9638888888889	-35.9638888888889	-6.65	-6.35	72 42	60
-29.9638888888889	-35.9638888888889	-6.65	-6.35	73 42	60
76.0361111111111	72.9861111111111	-5.65	-5.35	74 49	60
88.0361111111111	72.9861111111111	-5.65	-5.35	75 49	60
-218.380555555556	-209.880555555556	-7.65	-7.35	76 60	60
-201.380555555556	-209.880555555556	-7.65	-7.35	77 60	60
-227.630555555556	-218.380555555556	-8.65	-8.35	78 76	60
-213.630555555556	-218.380555555556	-8.65	-8.35	79 76	60
-221.130555555556	-213.630555555556	-9.65	-9.35	80 79	60
-203.130555555556	-213.630555555556	-9.65	-9.35	81 79	60
-115.963888888889	-95.0138888888889	-5.65	-5.35	82 65	60
-101.963888888889	-95.0138888888889	-5.65	-5.35	83 65	60
34.0361111111111	40.0361111111111	-7.65	-7.35	84 62	60
46.0361111111111	40.0361111111111	-7.65	-7.35	85 62	60
-13.625	-7.37500000000001	-3.65	-3.35	86 25	60
3.37499999999999	-7.37500000000001	-3.65	-3.35	87 25	60
-121.880555555556	-115.963888888889	-6.65	-6.35	88 82	60
-109.880555555556	-115.963888888889	-6.65	-6.35	89 82	60
-183.380555555556	-176.880555555556	-7.65	-7.35	90 56	60
-170.380555555556	-176.880555555556	-7.65	-7.35	91 56	60
84.9861111111111	67.375	-4.65	-4.35	92 39	60
96.9861111111111	67.375	-4.65	-4.35	93 39	60
-5.9638888888889	-35.0138888888889	-5.65	-5.35	94 33	60
6.03611111111111	-35.0138888888889	-5.65	-5.35	95 33	60
24.9861111111111	32.375	-4.65	-4.35	96 27	60
36.9861111111111	32.375	-4.65	-4.35	97 27	60
-196.630555555556	-183.380555555556	-8.65	-8.35	98 90	60
-179.630555555556	-183.380555555556	-8.65	-8.35	99 90	60
-191.130555555556	-196.630555555556	-9.65	-9.35	100 98	60
-179.130555555556	-196.630555555556	-9.65	-9.35	101 98	60
-186.130555555556	-173.630555555556	-11.65	-11.35	102 66	60
-161.130555555556	-173.630555555556	-11.65	-11.35	103 66	60
-192.130555555556	-186.130555555556	-12.65	-12.35	104 102	60
-180.130555555556	-186.130555555556	-12.65	-12.35	105 102	60
-227.130555555556	-221.130555555556	-10.65	-10.35	106 80	60
-215.130555555556	-221.130555555556	-10.65	-10.35	107 80	60
0.986111111111099	3.37499999999999	-4.65	-4.35	108 87	60
12.9861111111111	3.37499999999999	-4.65	-4.35	109 87	60
-167.130555555556	-161.130555555556	-12.65	-12.35	110 103	60
-155.130555555556	-161.130555555556	-12.65	-12.35	111 103	60
18.0361111111111	24.9861111111111	-5.65	-5.35	112 96	60
30.0361111111111	24.9861111111111	-5.65	-5.35	113 96	60
-255.130555555556	-227.630555555556	-9.65	-9.35	114 78	60
-239.130555555556	-227.630555555556	-9.65	-9.35	115 78	60
-263.130555555556	-255.130555555556	-10.65	-10.35	116 114	60
-247.130555555556	-255.130555555556	-10.65	-10.35	117 114	60
-253.130555555556	-247.130555555556	-11.65	-11.35	118 117	60
-241.130555555556	-247.130555555556	-11.65	-11.35	119 117	60
-23.0138888888889	-13.625	-4.65	-4.35	120 86	60
-11.0138888888889	-13.625	-4.65	-4.35	121 86	60
-9	0	-0.65	-0.35	2 1	61
9	0	-0.65	-0.35	3 1	61
-20.75	-9	-1.65	-1.35	4 2	61
-8.75	-9	-1.65	-1.35	5 2	61
-72.375	-20.75	-2.65	-2.35	6 4	61
-53.375	-20.75	-2.65	-2.35	7 4	61
6.25	9	-1.65	-1.35	8 3	61
23.25	9	-1.65	-1.35	9 3	61
-64.7916666666667	-53.375	-3.65	-3.35	10 7	61
-49.7916666666667	-53.375	-3.65	-3.35	11 7	61
-104.791666666667	-72.375	-3.65	-3.35	12 6	61
-82.7916666666667	-72.375	-3.65	-3.35	13 6	61
-127.166666666667	-104.791666666667	-4.65	-4.35	14 12	61
-110.166666666667	-104.791666666667	-4.65	-4.35	15 12	61
-142.979166666667	-110.166666666667	-5.65	-5.35	16 15	61
-125.979166666667	-110.166666666667	-5.65	-5.35	17 15	61
-69.1666666666667	-64.7916666666667	-4.65	-4.35	18 10	61
-54.1666666666667	-64.7916666666667	-4.65	-4.35	19 10	61
17.625	6.25	-2.65	-2.35	20 8	61
36.625	6.25	-2.65	-2.35	21 8	61
-178.979166666667	-127.166666666667	-5.65	-5.35	22 14	61
-161.979166666667	-127.166666666667	-5.65	-5.35	23 14	61
-30.375	-8.75	-2.65	-2.35	24 5	61
-7.37500000000001	-8.75	-2.65	-2.35	25 5	61
16.2083333333333	17.625	-3.65	-3.35	26 20	61
30.2083333333333	17.625	-3.65	-3.35	27 20	61
-143.895833333333	-142.979166666667	-6.65	-6.35	28 16	61
-129.895833333333	-142.979166666667	-6.65	-6.35	29 16	61
-151.895833333333	-143.895833333333	-7.65	-7.35	30 28	61
-135.895833333333	-143.895833333333	-7.65	-7.35	31 28	61
-39.1666666666667	-49.7916666666667	-4.65	-4.35	32 11	61
-24.1666666666667	-49.7916666666667	-4.65	-4.35	33 11	61
-160.645833333333	-151.895833333333	-8.65	-8.35	34 30	61
-145.645833333333	-151.895833333333	-8.65	-8.35	35 30	61
-161.145833333333	-160.645833333333	-9.65	-9.35	36 34	61
-147.145833333333	-160.645833333333	-9.65	-9.35	37 34	61
48.2083333333333	36.625	-3.65	-3.35	38 21	61
65.2083333333333	36.625	-3.65	-3.35	39 21	61
-133.645833333333	-135.895833333333	-8.65	-8.35	40 31	61
-121.645833333333	-135.895833333333	-8.65	-8.35	41 31	61
-31.9791666666667	-39.1666666666667	-5.65	-5.35	42 32	61
-13.9791666666667	-39.1666666666667	-5.65	-5.35	43 32	61
-85.9791666666667	-69.1666666666667	-5.65	-5.35	44 18	61
-73.9791666666667	-69.1666666666667	-5.65	-5.35	45 18	61
-91.8958333333333	-85.9791666666667	-6.65	-6.35	46 44	61
-77.8958333333334	-85.9791666666667	-6.65	-6.35	47 44	61
42.9583333333333	48.2083333333333	-4.65	-4.35	48 38	61
60.9583333333333	48.2083333333333	-4.65	-4.35	49 38	61
51.0208333333333	42.9583333333333	-5.65	-5.35	50 48	61
68.0208333333334	42.9583333333333	-5.65	-5.35	51 48	61
48.625	23.25	-2.65	-2.35	52 9	61
60.625	23.25	-2.65	-2.35	53 9	61
-61.9791666666667	-54.1666666666667	-5.65	-5.35	54 19	61
-49.9791666666667	-54.1666666666667	-5.65	-5.35	55 19	61
-172.895833333333	-161.979166666667	-6.65	-6.35	56 23	61
-157.895833333333	-161.979166666667	-6.65	-6.35	57 23	61
-37.7916666666667	-30.375	-3.65	-3.35	58 24	61
-25.7916666666667	-30.375	-3.65	-3.35	59 24	61
-205.895833333333	-178.979166666667	-6.65	-6.35	60 22	61
-187.895833333333	-178.979166666667	-6.65	-6.35	61 22	61
44.0208333333333	51.0208333333333	-6.65	-6.35	62 50	61
58.0208333333334	51.0208333333333	-6.65	-6.35	63 50	61
-96.1666666666667	-82.7916666666667	-4.65	-4.35	64 13	61
-84.1666666666667	-82.7916666666667	-4.65	-4.35	65 13	61
-169.645833333333	-161.145833333333	-10.65	-10.35	66 36	61
-152.645833333333	-161.145833333333	-10.65	-10.35	67 36	61
-65.8958333333333	-73.9791666666667	-6.65	-6.35	68 45	61
-53.8958333333333	-73.9791666666667	-6.65	-6.35	69 45	61
-97.8958333333333	-91.8958333333333	-7.65	-7.35	70 46	61
-85.8958333333334	-91.8958333333333	-7.65	-7.35	71 46	61
-37.9791666666667	-31.9791666666667	-6.65	-6.35	72 42	61
-25.9791666666667	-31.9791666666667	-6.65	-6.35	73 42	61
80.0208333333334	60.9583333333333	-5.65	-5.35	74 49	61
92.0208333333333	60.9583333333333	-5.65	-5.35	75 49	61
-214.395833333333	-205.895833333333	-7.65	-7.35	76 60	61
-197.395833333333	-205.895833333333	-7.65	-7.35	77 60	61
-223.645833333333	-214.395833333333	-8.65	-8.35	78 76	61
-209.645833333333	-214.395833333333	-8.65	-8.35	79 76	61
-217.145833333333	-209.645833333333	-9.65	-9.35	80 79	61
-199.145833333333	-209.645833333333	-9.65	-9.35	81 79	61
-111.979166666667	-84.1666666666667	-5.65	-5.35	82 65	61
-97.9791666666667	-84.1666666666667	-5.65	-5.35	83 65	61
38.0208333333333	44.0208333333333	-7.65	-7.35	84 62	61
50.0208333333333	44.0208333333333	-7.65	-7.35	85 62	61
-13.7916666666667	-7.37500000000001	-3.65	-3.35	86 25	61
1.20833333333333	-7.37500000000001	-3.65	-3.35	87 25	61
-117.895833333333	-111.979166666667	-6.65	-6.35	88 82	61
-105.895833333333	-111.979166666667	-6.65	-6.35	89 82	61
-179.395833333333	-172.895833333333	-7.65	-7.35	90 56	61
-166.395833333333	-172.895833333333	-7.65	-7.35	91 56	61
72.9583333333333	65.2083333333333	-4.65	-4.35	92 39	61
84.9583333333333	65.2083333333333	-4.65	-4.35	93 39	61
-1.97916666666668	-24.1666666666667	-5.65	-5.35	94 33	61
10.0208333333333	-24.1666666666667	-5.65	-5.35	95 33	61
12.9583333333333	30.2083333333333	-4.65	-4.35	96 27	61
24.9583333333333	30.2083333333333	-4.65	-4.35	97 27	61
-192.645833333333	-179.395833333333	-8.65	-8.35	98 90	61
-175.645833333333	-179.395833333333	-8.65	-8.35	99 90	61
