fill	xmin	xmax	ymin	ymax	key	showSelected1
#6ACCFF	-64.2888888888889	-53.4888888888889	-7.35	-6.65	68	63
#FBFDFF	-52.2888888888889	-41.4888888888889	-7.35	-6.65	69	63
#00BFFF	-96.2888888888889	-85.4888888888889	-8.35	-7.65	70	63
#77CFFF	-84.2888888888889	-73.4888888888889	-8.35	-7.65	71	63
#ABDFFF	-36.3722222222222	-25.5722222222222	-7.35	-6.65	72	63
#FFAC93	-24.3722222222222	-13.5722222222222	-7.35	-6.65	73	63
#FF0000	57.6277777777778	68.4277777777778	-6.35	-5.65	74	63
#FF5B3A	69.6277777777778	80.4277777777778	-6.35	-5.65	75	63
#BEBEBE	-217.288888888889	-197.488888888889	-8.35	-7.65	76	63
#00BFFF	-195.788888888889	-184.988888888889	-8.35	-7.65	77	63
#BEBEBE	-223.838888888889	-209.438888888889	-9.35	-8.65	78	63
#BEBEBE	-208.038888888889	-197.238888888889	-9.35	-8.65	79	63
#BEBEBE	-220.938888888889	-199.338888888889	-10.35	-9.65	80	63
#00BFFF	-197.538888888889	-186.738888888889	-10.35	-9.65	81	63
#BEBEBE	-112.172222222222	-97.7722222222222	-6.35	-5.65	82	63
#00BFFF	-96.3722222222223	-85.5722222222222	-6.35	-5.65	83	63
#F8FCFF	15.6277777777778	26.4277777777778	-8.35	-7.65	84	63
#FF704F	27.6277777777778	38.4277777777778	-8.35	-7.65	85	63
#FF5A39	-19.1916666666667	-8.39166666666668	-4.35	-3.65	86	63
#BEBEBE	-6.89166666666668	9.30833333333332	-4.35	-3.65	87	63
#82D2FF	-116.288888888889	-105.488888888889	-7.35	-6.65	88	63
#00BFFF	-104.288888888889	-93.4888888888889	-7.35	-6.65	89	63
#BEBEBE	-178.688888888889	-166.088888888889	-8.35	-7.65	90	63
#ABDFFF	-164.788888888889	-153.988888888889	-8.35	-7.65	91	63
#FF0000	67.5583333333333	78.3583333333333	-5.35	-4.65	92	63
#FF3E22	79.5583333333333	90.3583333333333	-5.35	-4.65	93	63
#FF5030	-0.372222222222235	10.4277777777778	-6.35	-5.65	94	63
#FF0000	11.6277777777778	22.4277777777778	-6.35	-5.65	95	63
#FF6241	7.55833333333333	18.3583333333333	-5.35	-4.65	96	63
#FF0000	19.5583333333333	30.3583333333333	-5.35	-4.65	97	63
#BEBEBE	-195.538888888889	-175.738888888889	-9.35	-8.65	98	63
#00BFFF	-174.038888888889	-163.238888888889	-9.35	-8.65	99	63
#34C2FF	-185.538888888889	-174.738888888889	-10.35	-9.65	100	63
#94D7FF	-173.538888888889	-162.738888888889	-10.35	-9.65	101	63
#BEBEBE	-186.838888888889	-163.438888888889	-12.35	-11.65	102	63
#BEBEBE	-160.938888888889	-139.338888888889	-12.35	-11.65	103	63
#FFF7F5	-186.538888888889	-175.738888888889	-13.35	-12.65	104	63
#67CBFF	-174.538888888889	-163.738888888889	-13.35	-12.65	105	63
#47C5FF	-221.538888888889	-210.738888888889	-11.35	-10.65	106	63
#ABDFFF	-209.538888888889	-198.738888888889	-11.35	-10.65	107	63
#FF0000	-16.4416666666667	-5.64166666666667	-5.35	-4.65	108	63
#FF3E22	-4.44166666666667	6.35833333333333	-5.35	-4.65	109	63
#FFB299	-161.538888888889	-150.738888888889	-13.35	-12.65	110	63
#E2F3FF	-149.538888888889	-138.738888888889	-13.35	-12.65	111	63
#BEBEBE	-253.138888888889	-235.138888888889	-10.35	-9.65	114	63
#4AC5FF	-233.538888888889	-222.738888888889	-10.35	-9.65	115	63
#00BFFF	-255.538888888889	-244.738888888889	-11.35	-10.65	116	63
#21C0FF	-243.538888888889	-232.738888888889	-11.35	-10.65	117	63
#BEBEBE	-5.4	5.4	-0.35	0.35	1	64
#BEBEBE	-18.9	0.9	-1.35	-0.65	2	64
#BEBEBE	2.7	15.3	-1.35	-0.65	3	64
#BEBEBE	-26.15	-15.35	-2.35	-1.65	4	64
#BEBEBE	-14.15	-3.35	-2.35	-1.65	5	64
#BEBEBE	-78.675	-66.075	-3.35	-2.65	6	64
#BEBEBE	-64.175	-42.575	-3.35	-2.65	7	64
#BEBEBE	-1.85	14.35	-2.35	-1.65	8	64
#BEBEBE	16.05	30.45	-2.35	-1.65	9	64
#BEBEBE	-72.8916666666667	-56.6916666666667	-4.35	-3.65	10	64
#BEBEBE	-55.1916666666667	-44.3916666666667	-4.35	-3.65	11	64
#BEBEBE	-116.491666666667	-93.0916666666667	-4.35	-3.65	12	64
#BEBEBE	-90.8916666666667	-74.6916666666667	-4.35	-3.65	13	64
#BEBEBE	-135.266666666667	-119.066666666667	-5.35	-4.65	14	64
#BEBEBE	-117.366666666667	-102.966666666667	-5.35	-4.65	15	64
#BEBEBE	-145.872222222222	-126.072222222222	-6.35	-5.65	16	64
#FF6C4A	-124.372222222222	-113.572222222222	-6.35	-5.65	17	64
#BEBEBE	-77.2666666666667	-61.0666666666667	-5.35	-4.65	18	64
#BEBEBE	-59.5666666666667	-48.7666666666667	-5.35	-4.65	19	64
#BEBEBE	5.92499999999999	29.325	-3.35	-2.65	20	64
#BEBEBE	31.225	42.025	-3.35	-2.65	21	64
#BEBEBE	-180.072222222222	-163.872222222222	-6.35	-5.65	22	64
#BEBEBE	-162.172222222222	-147.772222222222	-6.35	-5.65	23	64
#BEBEBE	-40.275	-20.475	-3.35	-2.65	24	64
#BEBEBE	-18.175	3.42499999999999	-3.35	-2.65	25	64
#F2FAFF	10.8083333333333	21.6083333333333	-4.35	-3.65	26	64
#BEBEBE	23.0083333333333	37.4083333333333	-4.35	-3.65	27	64
#BEBEBE	-144.088888888889	-129.688888888889	-7.35	-6.65	28	64
#00BFFF	-128.288888888889	-117.488888888889	-7.35	-6.65	29	64
#BEBEBE	-152.088888888889	-137.688888888889	-8.35	-7.65	30	64
#BEBEBE	-136.088888888889	-121.688888888889	-8.35	-7.65	31	64
#BEBEBE	-47.2666666666667	-31.0666666666667	-5.35	-4.65	32	64
#BEBEBE	-29.5666666666667	-18.7666666666667	-5.35	-4.65	33	64
#BEBEBE	-161.738888888889	-145.538888888889	-9.35	-8.65	34	64
#3DC3FF	-144.038888888889	-133.238888888889	-9.35	-8.65	35	64
#BEBEBE	-161.838888888889	-147.438888888889	-10.35	-9.65	36	64
#00BFFF	-146.038888888889	-135.238888888889	-10.35	-9.65	37	64
#BEBEBE	39.2083333333333	57.2083333333333	-4.35	-3.65	38	64
#BEBEBE	58.9083333333333	71.5083333333333	-4.35	-3.65	39	64
#9EDAFF	-132.038888888889	-121.238888888889	-9.35	-8.65	40	64
#00BFFF	-120.038888888889	-109.238888888889	-9.35	-8.65	41	64
#BEBEBE	-35.7722222222222	-14.1722222222222	-6.35	-5.65	42	64
#FF5232	-12.3722222222222	-1.57222222222223	-6.35	-5.65	43	64
#BEBEBE	-84.3722222222223	-73.5722222222222	-6.35	-5.65	44	64
#BEBEBE	-72.3722222222223	-61.5722222222223	-6.35	-5.65	45	64
#BEBEBE	-92.0888888888889	-77.6888888888889	-7.35	-6.65	46	64
#C6E8FF	-76.2888888888889	-65.4888888888889	-7.35	-6.65	47	64
#BEBEBE	32.1583333333333	53.7583333333333	-5.35	-4.65	48	64
#BEBEBE	55.5583333333333	66.3583333333333	-5.35	-4.65	49	64
#BEBEBE	24.1277777777778	43.9277777777778	-6.35	-5.65	50	64
#FF0000	45.6277777777778	56.4277777777778	-6.35	-5.65	51	64
#00BFFF	43.225	54.025	-3.35	-2.65	52	64
#CFEBFF	55.225	66.025	-3.35	-2.65	53	64
#FFFFFF	-60.3722222222222	-49.5722222222222	-6.35	-5.65	54	64
#FF3A1F	-48.3722222222222	-37.5722222222222	-6.35	-5.65	55	64
#BEBEBE	-173.988888888889	-157.788888888889	-7.35	-6.65	56	64
#DDF1FF	-156.288888888889	-145.488888888889	-7.35	-6.65	57	64
#FFF9F7	-43.1916666666667	-32.3916666666667	-4.35	-3.65	58	64
#FF3C20	-31.1916666666667	-20.3916666666667	-4.35	-3.65	59	64
#BEBEBE	-209.688888888889	-188.088888888889	-7.35	-6.65	60	64
#98D8FF	-186.288888888889	-175.488888888889	-7.35	-6.65	61	64
#BEBEBE	19.8277777777778	34.2277777777778	-7.35	-6.65	62	64
#FF0000	35.6277777777778	46.4277777777778	-7.35	-6.65	63	64
#00BFFF	-101.566666666667	-90.7666666666667	-5.35	-4.65	64	64
#BEBEBE	-89.5666666666667	-78.7666666666667	-5.35	-4.65	65	64
#BEBEBE	-173.038888888889	-153.238888888889	-11.35	-10.65	66	64
#FF9779	-151.538888888889	-140.738888888889	-11.35	-10.65	67	64
#6ACCFF	-64.2888888888889	-53.4888888888889	-7.35	-6.65	68	64
#FBFDFF	-52.2888888888889	-41.4888888888889	-7.35	-6.65	69	64
#00BFFF	-96.2888888888889	-85.4888888888889	-8.35	-7.65	70	64
#77CFFF	-84.2888888888889	-73.4888888888889	-8.35	-7.65	71	64
#ABDFFF	-36.3722222222222	-25.5722222222222	-7.35	-6.65	72	64
#FFAC93	-24.3722222222222	-13.5722222222222	-7.35	-6.65	73	64
#FF0000	57.6277777777778	68.4277777777778	-6.35	-5.65	74	64
#FF5B3A	69.6277777777778	80.4277777777778	-6.35	-5.65	75	64
#BEBEBE	-217.288888888889	-197.488888888889	-8.35	-7.65	76	64
#00BFFF	-195.788888888889	-184.988888888889	-8.35	-7.65	77	64
#BEBEBE	-223.838888888889	-209.438888888889	-9.35	-8.65	78	64
#BEBEBE	-208.038888888889	-197.238888888889	-9.35	-8.65	79	64
#BEBEBE	-221.438888888889	-199.838888888889	-10.35	-9.65	80	64
#00BFFF	-198.038888888889	-187.238888888889	-10.35	-9.65	81	64
#BEBEBE	-112.172222222222	-97.7722222222222	-6.35	-5.65	82	64
#00BFFF	-96.3722222222223	-85.5722222222222	-6.35	-5.65	83	64
#F8FCFF	15.6277777777778	26.4277777777778	-8.35	-7.65	84	64
#FF704F	27.6277777777778	38.4277777777778	-8.35	-7.65	85	64
#FF5A39	-19.1916666666667	-8.39166666666668	-4.35	-3.65	86	64
#BEBEBE	-6.89166666666668	9.30833333333332	-4.35	-3.65	87	64
#82D2FF	-116.288888888889	-105.488888888889	-7.35	-6.65	88	64
#00BFFF	-104.288888888889	-93.4888888888889	-7.35	-6.65	89	64
#BEBEBE	-178.688888888889	-166.088888888889	-8.35	-7.65	90	64
#ABDFFF	-164.788888888889	-153.988888888889	-8.35	-7.65	91	64
#FF0000	67.5583333333333	78.3583333333333	-5.35	-4.65	92	64
#FF3E22	79.5583333333333	90.3583333333333	-5.35	-4.65	93	64
#FF5030	-0.372222222222235	10.4277777777778	-6.35	-5.65	94	64
#FF0000	11.6277777777778	22.4277777777778	-6.35	-5.65	95	64
#FF6241	7.55833333333333	18.3583333333333	-5.35	-4.65	96	64
#FF0000	19.5583333333333	30.3583333333333	-5.35	-4.65	97	64
#BEBEBE	-195.538888888889	-175.738888888889	-9.35	-8.65	98	64
#00BFFF	-174.038888888889	-163.238888888889	-9.35	-8.65	99	64
#34C2FF	-186.038888888889	-175.238888888889	-10.35	-9.65	100	64
#94D7FF	-174.038888888889	-163.238888888889	-10.35	-9.65	101	64
#BEBEBE	-187.338888888889	-163.938888888889	-12.35	-11.65	102	64
#BEBEBE	-161.438888888889	-139.838888888889	-12.35	-11.65	103	64
#FFF7F5	-187.038888888889	-176.238888888889	-13.35	-12.65	104	64
#67CBFF	-175.038888888889	-164.238888888889	-13.35	-12.65	105	64
#47C5FF	-222.038888888889	-211.238888888889	-11.35	-10.65	106	64
#ABDFFF	-210.038888888889	-199.238888888889	-11.35	-10.65	107	64
#FF0000	-16.4416666666667	-5.64166666666667	-5.35	-4.65	108	64
#FF3E22	-4.44166666666667	6.35833333333333	-5.35	-4.65	109	64
#FFB299	-162.038888888889	-151.238888888889	-13.35	-12.65	110	64
#E2F3FF	-150.038888888889	-139.238888888889	-13.35	-12.65	111	64
#12C0FF	-246.038888888889	-235.238888888889	-10.35	-9.65	114	64
#4AC5FF	-234.038888888889	-223.238888888889	-10.35	-9.65	115	64
#BEBEBE	-5.4	5.4	-0.35	0.35	1	65
#BEBEBE	-18.9	0.9	-1.35	-0.65	2	65
#BEBEBE	2.7	15.3	-1.35	-0.65	3	65
#BEBEBE	-26.15	-15.35	-2.35	-1.65	4	65
#BEBEBE	-14.15	-3.35	-2.35	-1.65	5	65
#BEBEBE	-78.675	-66.075	-3.35	-2.65	6	65
#BEBEBE	-64.175	-42.575	-3.35	-2.65	7	65
#BEBEBE	-1.85	14.35	-2.35	-1.65	8	65
#BEBEBE	16.05	30.45	-2.35	-1.65	9	65
#BEBEBE	-72.8916666666667	-56.6916666666667	-4.35	-3.65	10	65
#BEBEBE	-55.1916666666667	-44.3916666666667	-4.35	-3.65	11	65
#BEBEBE	-116.491666666667	-93.0916666666667	-4.35	-3.65	12	65
#BEBEBE	-90.8916666666667	-74.6916666666667	-4.35	-3.65	13	65
#BEBEBE	-135.266666666667	-119.066666666667	-5.35	-4.65	14	65
#BEBEBE	-117.366666666667	-102.966666666667	-5.35	-4.65	15	65
#BEBEBE	-145.872222222222	-126.072222222222	-6.35	-5.65	16	65
#FF6C4A	-124.372222222222	-113.572222222222	-6.35	-5.65	17	65
#BEBEBE	-77.2666666666667	-61.0666666666667	-5.35	-4.65	18	65
#BEBEBE	-59.5666666666667	-48.7666666666667	-5.35	-4.65	19	65
#BEBEBE	5.92499999999999	29.325	-3.35	-2.65	20	65
#BEBEBE	31.225	42.025	-3.35	-2.65	21	65
#BEBEBE	-180.072222222222	-163.872222222222	-6.35	-5.65	22	65
#BEBEBE	-162.172222222222	-147.772222222222	-6.35	-5.65	23	65
#BEBEBE	-40.275	-20.475	-3.35	-2.65	24	65
#BEBEBE	-18.175	3.42499999999999	-3.35	-2.65	25	65
#F2FAFF	10.8083333333333	21.6083333333333	-4.35	-3.65	26	65
#BEBEBE	23.0083333333333	37.4083333333333	-4.35	-3.65	27	65
#BEBEBE	-144.088888888889	-129.688888888889	-7.35	-6.65	28	65
#00BFFF	-128.288888888889	-117.488888888889	-7.35	-6.65	29	65
#BEBEBE	-152.088888888889	-137.688888888889	-8.35	-7.65	30	65
#BEBEBE	-136.088888888889	-121.688888888889	-8.35	-7.65	31	65
#BEBEBE	-47.2666666666667	-31.0666666666667	-5.35	-4.65	32	65
#BEBEBE	-29.5666666666667	-18.7666666666667	-5.35	-4.65	33	65
#BEBEBE	-161.988888888889	-145.788888888889	-9.35	-8.65	34	65
#3DC3FF	-144.288888888889	-133.488888888889	-9.35	-8.65	35	65
#BEBEBE	-168.088888888889	-153.688888888889	-10.35	-9.65	36	65
#00BFFF	-152.288888888889	-141.488888888889	-10.35	-9.65	37	65
#BEBEBE	39.2083333333333	57.2083333333333	-4.35	-3.65	38	65
#BEBEBE	58.9083333333333	71.5083333333333	-4.35	-3.65	39	65
#9EDAFF	-132.288888888889	-121.488888888889	-9.35	-8.65	40	65
#00BFFF	-120.288888888889	-109.488888888889	-9.35	-8.65	41	65
#BEBEBE	-35.7722222222222	-14.1722222222222	-6.35	-5.65	42	65
#FF5232	-12.3722222222222	-1.57222222222223	-6.35	-5.65	43	65
#BEBEBE	-84.3722222222223	-73.5722222222222	-6.35	-5.65	44	65
#BEBEBE	-72.3722222222223	-61.5722222222223	-6.35	-5.65	45	65
#BEBEBE	-92.0888888888889	-77.6888888888889	-7.35	-6.65	46	65
#C6E8FF	-76.2888888888889	-65.4888888888889	-7.35	-6.65	47	65
#BEBEBE	32.1583333333333	53.7583333333333	-5.35	-4.65	48	65
#BEBEBE	55.5583333333333	66.3583333333333	-5.35	-4.65	49	65
#BEBEBE	24.1277777777778	43.9277777777778	-6.35	-5.65	50	65
#FF0000	45.6277777777778	56.4277777777778	-6.35	-5.65	51	65
#00BFFF	43.225	54.025	-3.35	-2.65	52	65
#CFEBFF	55.225	66.025	-3.35	-2.65	53	65
#FFFFFF	-60.3722222222222	-49.5722222222222	-6.35	-5.65	54	65
#FF3A1F	-48.3722222222222	-37.5722222222222	-6.35	-5.65	55	65
#BEBEBE	-173.988888888889	-157.788888888889	-7.35	-6.65	56	65
#DDF1FF	-156.288888888889	-145.488888888889	-7.35	-6.65	57	65
#FFF9F7	-43.1916666666667	-32.3916666666667	-4.35	-3.65	58	65
#FF3C20	-31.1916666666667	-20.3916666666667	-4.35	-3.65	59	65
#BEBEBE	-209.688888888889	-188.088888888889	-7.35	-6.65	60	65
#98D8FF	-186.288888888889	-175.488888888889	-7.35	-6.65	61	65
#BEBEBE	19.8277777777778	34.2277777777778	-7.35	-6.65	62	65
#FF0000	35.6277777777778	46.4277777777778	-7.35	-6.65	63	65
#00BFFF	-101.566666666667	-90.7666666666667	-5.35	-4.65	64	65
#BEBEBE	-89.5666666666667	-78.7666666666667	-5.35	-4.65	65	65
#BEBEBE	-179.288888888889	-159.488888888889	-11.35	-10.65	66	65
#FF9779	-157.788888888889	-146.988888888889	-11.35	-10.65	67	65
#6ACCFF	-64.2888888888889	-53.4888888888889	-7.35	-6.65	68	65
#FBFDFF	-52.2888888888889	-41.4888888888889	-7.35	-6.65	69	65
#00BFFF	-96.2888888888889	-85.4888888888889	-8.35	-7.65	70	65
#77CFFF	-84.2888888888889	-73.4888888888889	-8.35	-7.65	71	65
#ABDFFF	-36.3722222222222	-25.5722222222222	-7.35	-6.65	72	65
#FFAC93	-24.3722222222222	-13.5722222222222	-7.35	-6.65	73	65
#FF0000	57.6277777777778	68.4277777777778	-6.35	-5.65	74	65
#FF5B3A	69.6277777777778	80.4277777777778	-6.35	-5.65	75	65
#BEBEBE	-217.288888888889	-197.488888888889	-8.35	-7.65	76	65
#00BFFF	-195.788888888889	-184.988888888889	-8.35	-7.65	77	65
#1BC0FF	-220.288888888889	-209.488888888889	-9.35	-8.65	78	65
#BEBEBE	-208.288888888889	-197.488888888889	-9.35	-8.65	79	65
#BEBEBE	-227.688888888889	-206.088888888889	-10.35	-9.65	80	65
#00BFFF	-204.288888888889	-193.488888888889	-10.35	-9.65	81	65
#BEBEBE	-112.172222222222	-97.7722222222222	-6.35	-5.65	82	65
#00BFFF	-96.3722222222223	-85.5722222222222	-6.35	-5.65	83	65
#F8FCFF	15.6277777777778	26.4277777777778	-8.35	-7.65	84	65
#FF704F	27.6277777777778	38.4277777777778	-8.35	-7.65	85	65
#FF5A39	-19.1916666666667	-8.39166666666668	-4.35	-3.65	86	65
#BEBEBE	-6.89166666666668	9.30833333333332	-4.35	-3.65	87	65
#82D2FF	-116.288888888889	-105.488888888889	-7.35	-6.65	88	65
#00BFFF	-104.288888888889	-93.4888888888889	-7.35	-6.65	89	65
#BEBEBE	-178.688888888889	-166.088888888889	-8.35	-7.65	90	65
#ABDFFF	-164.788888888889	-153.988888888889	-8.35	-7.65	91	65
#FF0000	67.5583333333333	78.3583333333333	-5.35	-4.65	92	65
#FF3E22	79.5583333333333	90.3583333333333	-5.35	-4.65	93	65
#FF5030	-0.372222222222235	10.4277777777778	-6.35	-5.65	94	65
#FF0000	11.6277777777778	22.4277777777778	-6.35	-5.65	95	65
#FF6241	7.55833333333333	18.3583333333333	-5.35	-4.65	96	65
#FF0000	19.5583333333333	30.3583333333333	-5.35	-4.65	97	65
#BEBEBE	-195.788888888889	-175.988888888889	-9.35	-8.65	98	65
#00BFFF	-174.288888888889	-163.488888888889	-9.35	-8.65	99	65
#34C2FF	-192.288888888889	-181.488888888889	-10.35	-9.65	100	65
#94D7FF	-180.288888888889	-169.488888888889	-10.35	-9.65	101	65
#BEBEBE	-193.588888888889	-170.188888888889	-12.35	-11.65	102	65
#BEBEBE	-167.688888888889	-146.088888888889	-12.35	-11.65	103	65
#FFF7F5	-193.288888888889	-182.488888888889	-13.35	-12.65	104	65
#67CBFF	-181.288888888889	-170.488888888889	-13.35	-12.65	105	65
#47C5FF	-228.288888888889	-217.488888888889	-11.35	-10.65	106	65
#ABDFFF	-216.288888888889	-205.488888888889	-11.35	-10.65	107	65
#FF0000	-16.4416666666667	-5.64166666666667	-5.35	-4.65	108	65
#FF3E22	-4.44166666666667	6.35833333333333	-5.35	-4.65	109	65
#FFB299	-168.288888888889	-157.488888888889	-13.35	-12.65	110	65
#E2F3FF	-156.288888888889	-145.488888888889	-13.35	-12.65	111	65
#BEBEBE	-5.4	5.4	-0.35	0.35	1	66
#BEBEBE	-18.9	0.9	-1.35	-0.65	2	66
#BEBEBE	2.7	15.3	-1.35	-0.65	3	66
#BEBEBE	-26.15	-15.35	-2.35	-1.65	4	66
#BEBEBE	-14.15	-3.35	-2.35	-1.65	5	66
#BEBEBE	-78.675	-66.075	-3.35	-2.65	6	66
#BEBEBE	-64.175	-42.575	-3.35	-2.65	7	66
#BEBEBE	-1.85	14.35	-2.35	-1.65	8	66
#BEBEBE	16.05	30.45	-2.35	-1.65	9	66
#BEBEBE	-72.8916666666667	-56.6916666666667	-4.35	-3.65	10	66
#BEBEBE	-55.1916666666667	-44.3916666666667	-4.35	-3.65	11	66
#BEBEBE	-116.491666666667	-93.0916666666667	-4.35	-3.65	12	66
#BEBEBE	-90.8916666666667	-74.6916666666667	-4.35	-3.65	13	66
#BEBEBE	-135.266666666667	-119.066666666667	-5.35	-4.65	14	66
#BEBEBE	-117.366666666667	-102.966666666667	-5.35	-4.65	15	66
#BEBEBE	-145.872222222222	-126.072222222222	-6.35	-5.65	16	66
#FF6C4A	-124.372222222222	-113.572222222222	-6.35	-5.65	17	66
#BEBEBE	-77.2666666666667	-61.0666666666667	-5.35	-4.65	18	66
#BEBEBE	-59.5666666666667	-48.7666666666667	-5.35	-4.65	19	66
#BEBEBE	5.92499999999999	29.325	-3.35	-2.65	20	66
#BEBEBE	31.225	42.025	-3.35	-2.65	21	66
#BEBEBE	-180.072222222222	-163.872222222222	-6.35	-5.65	22	66
#BEBEBE	-162.172222222222	-147.772222222222	-6.35	-5.65	23	66
#BEBEBE	-40.275	-20.475	-3.35	-2.65	24	66
#BEBEBE	-18.175	3.42499999999999	-3.35	-2.65	25	66
#F2FAFF	10.8083333333333	21.6083333333333	-4.35	-3.65	26	66
#BEBEBE	23.0083333333333	37.4083333333333	-4.35	-3.65	27	66
#BEBEBE	-144.088888888889	-129.688888888889	-7.35	-6.65	28	66
#00BFFF	-128.288888888889	-117.488888888889	-7.35	-6.65	29	66
#BEBEBE	-152.088888888889	-137.688888888889	-8.35	-7.65	30	66
#BEBEBE	-136.088888888889	-121.688888888889	-8.35	-7.65	31	66
#BEBEBE	-47.2666666666667	-31.0666666666667	-5.35	-4.65	32	66
#BEBEBE	-29.5666666666667	-18.7666666666667	-5.35	-4.65	33	66
#BEBEBE	-161.988888888889	-145.788888888889	-9.35	-8.65	34	66
#3DC3FF	-144.288888888889	-133.488888888889	-9.35	-8.65	35	66
#BEBEBE	-168.088888888889	-153.688888888889	-10.35	-9.65	36	66
#00BFFF	-152.288888888889	-141.488888888889	-10.35	-9.65	37	66
#BEBEBE	39.2083333333333	57.2083333333333	-4.35	-3.65	38	66
#BEBEBE	58.9083333333333	71.5083333333333	-4.35	-3.65	39	66
#9EDAFF	-132.288888888889	-121.488888888889	-9.35	-8.65	40	66
#00BFFF	-120.288888888889	-109.488888888889	-9.35	-8.65	41	66
#BEBEBE	-35.7722222222222	-14.1722222222222	-6.35	-5.65	42	66
#FF5232	-12.3722222222222	-1.57222222222223	-6.35	-5.65	43	66
#BEBEBE	-84.3722222222223	-73.5722222222222	-6.35	-5.65	44	66
#BEBEBE	-72.3722222222223	-61.5722222222223	-6.35	-5.65	45	66
#BEBEBE	-92.0888888888889	-77.6888888888889	-7.35	-6.65	46	66
#C6E8FF	-76.2888888888889	-65.4888888888889	-7.35	-6.65	47	66
#BEBEBE	32.1583333333333	53.7583333333333	-5.35	-4.65	48	66
#BEBEBE	55.5583333333333	66.3583333333333	-5.35	-4.65	49	66
#BEBEBE	24.1277777777778	43.9277777777778	-6.35	-5.65	50	66
#FF0000	45.6277777777778	56.4277777777778	-6.35	-5.65	51	66
#00BFFF	43.225	54.025	-3.35	-2.65	52	66
#CFEBFF	55.225	66.025	-3.35	-2.65	53	66
#FFFFFF	-60.3722222222222	-49.5722222222222	-6.35	-5.65	54	66
#FF3A1F	-48.3722222222222	-37.5722222222222	-6.35	-5.65	55	66
#BEBEBE	-173.988888888889	-157.788888888889	-7.35	-6.65	56	66
#DDF1FF	-156.288888888889	-145.488888888889	-7.35	-6.65	57	66
#FFF9F7	-43.1916666666667	-32.3916666666667	-4.35	-3.65	58	66
#FF3C20	-31.1916666666667	-20.3916666666667	-4.35	-3.65	59	66
#BEBEBE	-209.688888888889	-188.088888888889	-7.35	-6.65	60	66
#98D8FF	-186.288888888889	-175.488888888889	-7.35	-6.65	61	66
#BEBEBE	19.8277777777778	34.2277777777778	-7.35	-6.65	62	66
#FF0000	35.6277777777778	46.4277777777778	-7.35	-6.65	63	66
#00BFFF	-101.566666666667	-90.7666666666667	-5.35	-4.65	64	66
#BEBEBE	-89.5666666666667	-78.7666666666667	-5.35	-4.65	65	66
#BEBEBE	-179.288888888889	-159.488888888889	-11.35	-10.65	66	66
#FF9779	-157.788888888889	-146.988888888889	-11.35	-10.65	67	66
#6ACCFF	-64.2888888888889	-53.4888888888889	-7.35	-6.65	68	66
#FBFDFF	-52.2888888888889	-41.4888888888889	-7.35	-6.65	69	66
#00BFFF	-96.2888888888889	-85.4888888888889	-8.35	-7.65	70	66
#77CFFF	-84.2888888888889	-73.4888888888889	-8.35	-7.65	71	66
#ABDFFF	-36.3722222222222	-25.5722222222222	-7.35	-6.65	72	66
#FFAC93	-24.3722222222222	-13.5722222222222	-7.35	-6.65	73	66
#FF0000	57.6277777777778	68.4277777777778	-6.35	-5.65	74	66
#FF5B3A	69.6277777777778	80.4277777777778	-6.35	-5.65	75	66
#BEBEBE	-217.288888888889	-197.488888888889	-8.35	-7.65	76	66
#00BFFF	-195.788888888889	-184.988888888889	-8.35	-7.65	77	66
#1BC0FF	-220.288888888889	-209.488888888889	-9.35	-8.65	78	66
#BEBEBE	-208.288888888889	-197.488888888889	-9.35	-8.65	79	66
#BEBEBE	-227.688888888889	-206.088888888889	-10.35	-9.65	80	66
#00BFFF	-204.288888888889	-193.488888888889	-10.35	-9.65	81	66
#BEBEBE	-112.172222222222	-97.7722222222222	-6.35	-5.65	82	66
#00BFFF	-96.3722222222223	-85.5722222222222	-6.35	-5.65	83	66
#F8FCFF	15.6277777777778	26.4277777777778	-8.35	-7.65	84	66
#FF704F	27.6277777777778	38.4277777777778	-8.35	-7.65	85	66
#FF5A39	-19.1916666666667	-8.39166666666668	-4.35	-3.65	86	66
#BEBEBE	-6.89166666666668	9.30833333333332	-4.35	-3.65	87	66
#82D2FF	-116.288888888889	-105.488888888889	-7.35	-6.65	88	66
#00BFFF	-104.288888888889	-93.4888888888889	-7.35	-6.65	89	66
#BEBEBE	-178.688888888889	-166.088888888889	-8.35	-7.65	90	66
#ABDFFF	-164.788888888889	-153.988888888889	-8.35	-7.65	91	66
#FF0000	67.5583333333333	78.3583333333333	-5.35	-4.65	92	66
#FF3E22	79.5583333333333	90.3583333333333	-5.35	-4.65	93	66
#FF5030	-0.372222222222235	10.4277777777778	-6.35	-5.65	94	66
#FF0000	11.6277777777778	22.4277777777778	-6.35	-5.65	95	66
#FF6241	7.55833333333333	18.3583333333333	-5.35	-4.65	96	66
#FF0000	19.5583333333333	30.3583333333333	-5.35	-4.65	97	66
#BEBEBE	-195.788888888889	-175.988888888889	-9.35	-8.65	98	66
#00BFFF	-174.288888888889	-163.488888888889	-9.35	-8.65	99	66
#34C2FF	-192.288888888889	-181.488888888889	-10.35	-9.65	100	66
#94D7FF	-180.288888888889	-169.488888888889	-10.35	-9.65	101	66
#BEBEBE	-190.588888888889	-167.188888888889	-12.35	-11.65	102	66
